Device ID,events,Harsh Acceleration event,Harsh Branking event,Over Speed event,Usage Anual Range
867162025691874,33,9,24,0,12 a 25k
867162027443761,39,9,30,0,12 a 25k
867162025733171,47,9,38,0,12 a 25k
867162025613456,54,9,45,0,12 a 25k
867162027183664,57,9,48,0,12 a 25k
867162027526508,12,10,2,0,12 a 25k
867162025611336,14,10,4,0,12 a 25k
867162025739616,15,10,5,0,12 a 25k
867162027468503,17,10,7,0,12 a 25k
867162027456771,19,10,9,0,12 a 25k
867162025703737,20,10,10,0,12 a 25k
867162027426782,20,10,10,0,12 a 25k
867162027519107,20,10,10,0,12 a 25k
867162027542877,21,10,11,0,12 a 25k
867162027478825,21,10,11,0,12 a 25k
867162027441039,22,10,12,0,12 a 25k
867162027484518,22,10,12,0,12 a 25k
867162025635012,24,10,14,0,12 a 25k
867162025716655,30,10,20,0,12 a 25k
867162027504877,31,10,21,0,12 a 25k
867162027536606,40,10,30,0,12 a 25k
867162027473180,44,10,34,0,12 a 25k
867162025749870,44,10,34,0,12 a 25k
867162026007328,45,10,35,0,12 a 25k
867162027537927,71,10,61,0,12 a 25k
867162027470236,12,11,1,0,12 a 25k
867162027522499,14,11,3,0,12 a 25k
867162026838243,15,11,4,0,12 a 25k
867162027194125,17,11,6,0,12 a 25k
867162027503796,18,11,7,0,12 a 25k
867162026053017,20,11,9,0,12 a 25k
867162027532399,21,11,10,0,12 a 25k
867162027177765,24,11,13,0,12 a 25k
867162027528728,24,11,13,0,12 a 25k
867162027515360,25,11,14,0,12 a 25k
867162025609777,35,11,24,0,12 a 25k
867162027528603,38,11,27,0,12 a 25k
867162027449933,43,11,32,0,12 a 25k
867162027453505,172,11,161,0,12 a 25k
867162027468446,15,12,3,0,12 a 25k
867162027532266,16,12,4,0,12 a 25k
867162026914259,16,12,4,0,12 a 25k
867162027446731,17,12,5,0,12 a 25k
867162027503762,17,12,5,0,12 a 25k
867162025668047,18,12,6,0,12 a 25k
867162027497411,19,12,7,0,12 a 25k
867162027459171,20,12,8,0,12 a 25k
867162026034488,21,12,9,0,12 a 25k
867162027485614,23,12,11,0,12 a 25k
867162027460526,23,12,11,0,12 a 25k
867162027179746,27,12,15,0,12 a 25k
867162027180553,29,12,17,0,12 a 25k
867162026061754,34,12,22,0,12 a 25k
867162027525906,35,12,23,0,12 a 25k
867162027456409,35,12,23,0,12 a 25k
867162027442920,49,12,37,0,12 a 25k
867162027444702,18,13,5,0,12 a 25k
867162027172386,19,13,6,0,12 a 25k
867162027504992,20,13,7,0,12 a 25k
867162025636283,20,13,7,0,12 a 25k
867162027500974,23,13,10,0,12 a 25k
867162027486489,27,13,14,0,12 a 25k
867162027531052,28,13,15,0,12 a 25k
867162027518364,29,13,16,0,12 a 25k
867162027515659,29,13,16,0,12 a 25k
867162027488923,31,13,18,0,12 a 25k
867162026066126,31,13,18,0,12 a 25k
867162025713736,32,13,19,0,12 a 25k
867162025613480,35,13,22,0,12 a 25k
867162025608803,37,13,24,0,12 a 25k
867162027468487,38,13,25,0,12 a 25k
867162027448265,39,13,26,0,12 a 25k
867162026884999,44,13,31,0,12 a 25k
867162027458637,46,13,33,0,12 a 25k
867162027536291,47,13,34,0,12 a 25k
867162025625229,64,13,51,0,12 a 25k
867162027182377,81,13,68,0,12 a 25k
867162027461698,16,14,2,0,12 a 25k
867162027512862,17,14,3,0,12 a 25k
867162027532829,18,14,4,0,12 a 25k
867162027509215,20,14,6,0,12 a 25k
867162027182443,22,14,8,0,12 a 25k
867162027434547,23,14,9,0,12 a 25k
867162027459932,23,14,9,0,12 a 25k
867162027482199,25,14,11,0,12 a 25k
867162027462878,25,14,11,0,12 a 25k
867162027463025,26,14,12,0,12 a 25k
867162026080077,28,14,14,0,12 a 25k
867162025702424,31,14,17,0,12 a 25k
867162027497221,32,14,18,0,12 a 25k
867162027432947,32,14,18,0,12 a 25k
867162027480763,32,14,18,0,12 a 25k
867162027528322,33,14,19,0,12 a 25k
867162026913145,33,14,19,0,12 a 25k
867162027528231,33,14,19,0,12 a 25k
867162027517655,33,14,19,0,12 a 25k
867162027519503,34,14,20,0,12 a 25k
867162026038125,36,14,22,0,12 a 25k
867162026054783,37,14,23,0,12 a 25k
867162025683483,40,14,26,0,12 a 25k
867162027470129,44,14,30,0,12 a 25k
867162026048330,51,14,37,0,12 a 25k
867162027470152,106,14,92,0,12 a 25k
867162027469873,113,14,99,0,12 a 25k
867162027450915,17,15,2,0,12 a 25k
867162027444462,18,15,3,0,12 a 25k
867162027535764,18,15,3,0,12 a 25k
867162026887133,21,15,6,0,12 a 25k
867162027442896,21,15,6,0,12 a 25k
867162027536333,21,15,6,0,12 a 25k
867162027508704,22,15,7,0,12 a 25k
867162027544949,23,15,8,0,12 a 25k
867162025699380,24,15,9,0,12 a 25k
867162025726225,26,15,11,0,12 a 25k
867162026054882,26,15,11,0,12 a 25k
867162025661778,27,15,12,0,12 a 25k
867162027510148,27,15,12,0,12 a 25k
867162025722497,28,15,13,0,12 a 25k
867162025630047,33,15,18,0,12 a 25k
867162027542034,33,15,18,0,12 a 25k
867162027448018,34,15,19,0,12 a 25k
867162027201359,34,15,19,0,12 a 25k
867162027538875,36,15,21,0,12 a 25k
867162025687419,38,15,23,0,12 a 25k
867162027447366,39,15,24,0,12 a 25k
867162027531938,43,15,28,0,12 a 25k
867162027519743,51,15,36,0,12 a 25k
867162025593088,65,15,50,0,12 a 25k
867162027169424,133,15,118,0,12 a 25k
867162027167717,16,16,0,0,12 a 25k
867162026885699,18,16,2,0,12 a 25k
867162027202092,19,16,3,0,12 a 25k
867162027522077,22,16,6,0,12 a 25k
867162025711144,24,16,8,0,12 a 25k
867162027510312,28,16,12,0,12 a 25k
867162027486893,28,16,12,0,12 a 25k
867162025687799,30,16,14,0,12 a 25k
867162027205921,31,16,15,0,12 a 25k
867162027532233,32,16,16,0,12 a 25k
867162025689100,36,16,20,0,12 a 25k
867162026915314,38,16,22,0,12 a 25k
867162027462175,39,16,23,0,12 a 25k
867162027526557,41,16,25,0,12 a 25k
867162026056812,51,16,35,0,12 a 25k
867162025678624,52,16,36,0,12 a 25k
867162025601899,57,16,41,0,12 a 25k
867162026893388,75,16,59,0,12 a 25k
867162025604646,87,16,71,0,12 a 25k
867162025627431,23,17,6,0,12 a 25k
867162027507938,23,17,6,0,12 a 25k
867162027479815,24,17,7,0,12 a 25k
867162026074385,25,17,8,0,12 a 25k
867162027541267,28,17,11,0,12 a 25k
867162027515824,28,17,11,0,12 a 25k
867162027460062,31,17,14,0,12 a 25k
867162027443100,33,17,16,0,12 a 25k
867162027466986,34,17,17,0,12 a 25k
867162027506906,38,17,21,0,12 a 25k
867162027428408,38,17,21,0,12 a 25k
867162027457522,39,17,22,0,12 a 25k
867162027485416,42,17,25,0,12 a 25k
867162026065342,43,17,26,0,12 a 25k
867162027445386,44,17,27,0,12 a 25k
867162027507599,46,17,29,0,12 a 25k
867162027478494,46,17,29,0,12 a 25k
867162027523810,47,17,30,0,12 a 25k
867162027445691,57,17,40,0,12 a 25k
867162027204049,77,17,60,0,12 a 25k
867162025672379,81,17,64,0,12 a 25k
867162027166560,253,17,236,0,12 a 25k
867162027506096,22,18,4,0,12 a 25k
867162027440056,24,18,6,0,12 a 25k
867162027500768,26,18,8,0,12 a 25k
867162027187038,26,18,8,0,12 a 25k
867162027505890,26,18,8,0,12 a 25k
867162027483643,27,18,9,0,12 a 25k
867162027179696,28,18,10,0,12 a 25k
867162025598202,28,18,10,0,12 a 25k
867162027515469,29,18,11,0,12 a 25k
867162027460674,29,18,11,0,12 a 25k
867162027477132,30,18,12,0,12 a 25k
867162027532704,30,18,12,0,12 a 25k
867162026900548,38,18,20,0,12 a 25k
867162027504638,39,18,21,0,12 a 25k
867162027463108,44,18,26,0,12 a 25k
867162027464338,49,18,31,0,12 a 25k
867162027428929,49,18,31,0,12 a 25k
867162027454263,50,18,32,0,12 a 25k
867162025607193,52,18,34,0,12 a 25k
867162027168210,52,18,34,0,12 a 25k
867162025601030,53,18,35,0,12 a 25k
867162027429984,55,18,37,0,12 a 25k
867162026906990,55,18,37,0,12 a 25k
867162027517556,61,18,43,0,12 a 25k
867162027537604,67,18,49,0,12 a 25k
867162027427368,89,18,71,0,12 a 25k
867162027458785,20,19,1,0,12 a 25k
867162027532605,25,19,6,0,12 a 25k
867162027482959,26,19,7,0,12 a 25k
867162027441831,27,19,8,0,12 a 25k
867162027494533,28,19,9,0,12 a 25k
867162027461193,29,19,10,0,12 a 25k
867162027540962,31,19,12,0,12 a 25k
867162027169440,32,19,13,0,12 a 25k
867162027515147,34,19,15,0,12 a 25k
867162027377910,37,19,18,0,12 a 25k
867162027469055,37,19,18,0,12 a 25k
867162027501923,41,19,22,0,12 a 25k
867162027519974,43,19,24,0,12 a 25k
867162027473016,48,19,29,0,12 a 25k
867162026070805,52,19,33,0,12 a 25k
867162027531227,56,19,37,0,12 a 25k
867162027523935,64,19,45,0,12 a 25k
867162025612912,78,19,59,0,12 a 25k
867162026071316,93,19,74,0,12 a 25k
867162027450451,23,20,3,0,12 a 25k
867162025635905,24,20,4,0,12 a 25k
867162027486992,25,20,5,0,12 a 25k
867162027503358,26,20,6,0,12 a 25k
867162025705492,26,20,6,0,12 a 25k
867162025732520,29,20,9,0,12 a 25k
867162025672676,30,20,10,0,12 a 25k
867162027499003,34,20,14,0,12 a 25k
867162027435809,35,20,15,0,12 a 25k
867162027543412,38,20,18,0,12 a 25k
867162027495209,38,20,18,0,12 a 25k
867162027437482,40,20,20,0,12 a 25k
867162027194158,42,20,22,0,12 a 25k
867162027456888,43,20,23,0,12 a 25k
867162025735614,46,20,26,0,12 a 25k
867162027453158,47,20,27,0,12 a 25k
867162025634148,52,20,32,0,12 a 25k
867162027431337,56,20,36,0,12 a 25k
867162027166537,57,20,37,0,12 a 25k
867162025636325,71,20,51,0,12 a 25k
867162025753195,77,20,57,0,12 a 25k
867162025663527,95,20,75,0,12 a 25k
867162026885103,100,20,80,0,12 a 25k
867162027502426,104,20,84,0,12 a 25k
867162026897223,115,20,95,0,12 a 25k
867162025748906,119,20,99,0,12 a 25k
867162027445311,120,20,100,0,12 a 25k
867162027452382,181,20,161,0,12 a 25k
867162025594946,27,21,6,0,12 a 25k
867162025752387,31,21,10,0,12 a 25k
867162027533199,32,21,11,0,12 a 25k
867162027378876,32,21,11,0,12 a 25k
867162025704149,32,21,11,0,12 a 25k
867162027457563,33,21,12,0,12 a 25k
867162027202290,34,21,13,0,12 a 25k
867162027544501,35,21,14,0,12 a 25k
867162027442979,37,21,16,0,12 a 25k
867162027518596,38,21,17,0,12 a 25k
867162027467497,38,21,17,0,12 a 25k
867162027531789,44,21,23,0,12 a 25k
867162027439645,51,21,30,0,12 a 25k
867162027543883,57,21,36,0,12 a 25k
867162027514108,64,21,43,0,12 a 25k
867162025680059,65,21,44,0,12 a 25k
867162027530393,73,21,52,0,12 a 25k
867162027482215,78,21,57,0,12 a 25k
867162027442110,79,21,58,0,12 a 25k
867162025693128,90,21,69,0,12 a 25k
867162027190032,99,21,78,0,12 a 25k
867162026892315,146,21,125,0,12 a 25k
867162027467513,25,22,3,0,12 a 25k
867162025700345,29,22,7,0,12 a 25k
867162027449057,29,22,7,0,12 a 25k
867162027511013,30,22,8,0,12 a 25k
867162027174317,33,22,11,0,12 a 25k
867162027512300,34,22,12,0,12 a 25k
867162026052720,35,22,13,0,12 a 25k
867162025686734,39,22,17,0,12 a 25k
867162025665266,41,22,19,0,12 a 25k
867162027198688,45,22,23,0,12 a 25k
867162027520352,45,22,23,0,12 a 25k
867162025701228,46,22,24,0,12 a 25k
867162025636614,48,22,26,0,12 a 25k
867162026929299,55,22,33,0,12 a 25k
867162026061580,66,22,44,0,12 a 25k
867162027425420,68,22,46,0,12 a 25k
867162025736364,74,22,52,0,12 a 25k
867162027169481,99,22,77,0,12 a 25k
867162025657347,131,22,109,0,12 a 25k
867162027534163,135,22,113,0,12 a 25k
867162027451269,167,22,145,0,12 a 25k
867162027433887,32,23,9,0,12 a 25k
867162026024729,33,23,10,0,12 a 25k
867162027195767,38,23,15,0,12 a 25k
867162027450055,40,23,17,0,12 a 25k
867162027531821,41,23,18,0,12 a 25k
867162025626797,46,23,23,0,12 a 25k
867162025722877,51,23,28,0,12 a 25k
867162027530518,52,23,29,0,12 a 25k
867162027498229,52,23,29,0,12 a 25k
867162026886911,54,23,31,0,12 a 25k
867162027472216,54,23,31,0,12 a 25k
867162025751272,60,23,37,0,12 a 25k
867162026007377,62,23,39,0,12 a 25k
867162027430198,66,23,43,0,12 a 25k
867162027451723,68,23,45,0,12 a 25k
867162025707464,70,23,47,0,12 a 25k
867162027170901,77,23,54,0,12 a 25k
867162025681222,90,23,67,0,12 a 25k
867162027454438,91,23,68,0,12 a 25k
867162025680497,92,23,69,0,12 a 25k
867162025599291,98,23,75,0,12 a 25k
867162027488873,31,24,7,0,12 a 25k
867162026058867,34,24,10,0,12 a 25k
867162027510353,35,24,11,0,12 a 25k
867162027520808,37,24,13,0,12 a 25k
867162027185628,38,24,14,0,12 a 25k
867162027541598,38,24,14,0,12 a 25k
867162027471697,39,24,15,0,12 a 25k
867162027487180,40,24,16,0,12 a 25k
867162027466796,48,24,24,0,12 a 25k
867162025729948,50,24,26,0,12 a 25k
867162025597394,50,24,26,0,12 a 25k
867162027449271,57,24,33,0,12 a 25k
867162026016006,57,24,33,0,12 a 25k
867162027428655,59,24,35,0,12 a 25k
867162027472141,60,24,36,0,12 a 25k
867162027174549,61,24,37,0,12 a 25k
867162027476415,73,24,49,0,12 a 25k
867162027488410,78,24,54,0,12 a 25k
867162027454230,85,24,61,0,12 a 25k
867162025631862,119,24,95,0,12 a 25k
867162027493360,25,25,0,0,12 a 25k
867162025654187,26,25,1,0,12 a 25k
867162025636218,28,25,3,0,12 a 25k
867162027480151,29,25,4,0,12 a 25k
867162027533496,34,25,9,0,12 a 25k
867162027445238,36,25,11,0,12 a 25k
867162027456136,36,25,11,0,12 a 25k
867162026068262,36,25,11,0,12 a 25k
867162025706664,36,25,11,0,12 a 25k
867162027534726,37,25,12,0,12 a 25k
867162027440635,38,25,13,0,12 a 25k
867162027502277,41,25,16,0,12 a 25k
867162027193903,44,25,19,0,12 a 25k
867162027208669,46,25,21,0,12 a 25k
867162025705500,50,25,25,0,12 a 25k
867162025634197,50,25,25,0,12 a 25k
867162027453703,54,25,29,0,12 a 25k
867162025655101,54,25,29,0,12 a 25k
867162026062638,54,25,29,0,12 a 25k
867162025712084,55,25,30,0,12 a 25k
867162025676420,55,25,30,0,12 a 25k
867162025612698,61,25,36,0,12 a 25k
867162027533827,67,25,42,0,12 a 25k
867162027435056,69,25,44,0,12 a 25k
867162026058354,72,25,47,0,12 a 25k
867162025707555,74,25,49,0,12 a 25k
867162027213453,74,25,49,0,12 a 25k
867162025684028,88,25,63,0,12 a 25k
867162027378777,94,25,69,0,12 a 25k
867162027537844,106,25,81,0,12 a 25k
867162027440197,112,25,87,0,12 a 25k
867162025720434,32,26,6,0,12 a 25k
867162025623125,35,26,9,0,12 a 25k
867162027463496,41,26,15,0,12 a 25k
867162027524883,42,26,16,0,12 a 25k
867162026067165,46,26,20,0,12 a 25k
867162027503655,48,26,22,0,12 a 25k
867162027480920,53,26,27,0,12 a 25k
867162027199116,61,26,35,0,12 a 25k
867162025636549,63,26,37,0,12 a 25k
867162027444736,77,26,51,0,12 a 25k
867162026071373,80,26,54,0,12 a 25k
867162025732751,83,26,57,0,12 a 25k
867162027462829,85,26,59,0,12 a 25k
867162027459197,93,26,67,0,12 a 25k
867162025613951,97,26,71,0,12 a 25k
867162027431063,106,26,80,0,12 a 25k
867162027480185,107,26,81,0,12 a 25k
867162027183375,114,26,88,0,12 a 25k
867162025706136,120,26,94,0,12 a 25k
867162026075762,157,26,131,0,12 a 25k
867162026870261,35,27,8,0,12 a 25k
867162027472711,39,27,12,0,12 a 25k
867162027495795,42,27,15,0,12 a 25k
867162027523596,42,27,15,0,12 a 25k
867162027517390,45,27,18,0,12 a 25k
867162027464148,48,27,21,0,12 a 25k
867162027447168,50,27,23,0,12 a 25k
867162027488915,50,27,23,0,12 a 25k
867162027529767,58,27,31,0,12 a 25k
867162027432657,66,27,39,0,12 a 25k
867162027465004,69,27,42,0,12 a 25k
867162025677808,72,27,45,0,12 a 25k
867162025598491,85,27,58,0,12 a 25k
867162027176171,88,27,61,0,12 a 25k
867162027485572,88,27,61,0,12 a 25k
867162027202563,98,27,71,0,12 a 25k
867162027428234,139,27,112,0,12 a 25k
867162025675869,198,27,171,0,12 a 25k
867162027494475,41,28,13,0,12 a 25k
867162027488444,43,28,15,0,12 a 25k
867162027438167,43,28,15,0,12 a 25k
867162026062133,47,28,19,0,12 a 25k
867162027508944,48,28,20,0,12 a 25k
867162025624024,53,28,25,0,12 a 25k
867162027519651,54,28,26,0,12 a 25k
867162026002691,59,28,31,0,12 a 25k
867162027507607,60,28,32,0,12 a 25k
867162025635442,66,28,38,0,12 a 25k
867162025676024,73,28,45,0,12 a 25k
867162026018432,75,28,47,0,12 a 25k
867162025678301,77,28,49,0,12 a 25k
867162027531920,78,28,50,0,12 a 25k
867162027508985,79,28,51,0,12 a 25k
867162026025932,86,28,58,0,12 a 25k
867162027446707,89,28,61,0,12 a 25k
867162026905323,165,28,137,0,12 a 25k
867162025611567,33,29,4,0,12 a 25k
867162025680588,39,29,10,0,12 a 25k
867162027190628,44,29,15,0,12 a 25k
867162027439280,46,29,17,0,12 a 25k
867162027470707,47,29,18,0,12 a 25k
867162027452911,52,29,23,0,12 a 25k
867162027437946,56,29,27,0,12 a 25k
867162027454941,60,29,31,0,12 a 25k
867162026038083,67,29,38,0,12 a 25k
867162025627928,69,29,40,0,12 a 25k
867162025749128,72,29,43,0,12 a 25k
867162027164995,75,29,46,0,12 a 25k
867162025741166,76,29,47,0,12 a 25k
867162027443365,83,29,54,0,12 a 25k
867162027445535,86,29,57,0,12 a 25k
867162026073148,94,29,65,0,12 a 25k
867162027447192,96,29,67,0,12 a 25k
867162026887406,120,29,91,0,12 a 25k
867162027202159,127,29,98,0,12 a 25k
867162027483684,39,30,9,0,12 a 25k
867162026026047,39,30,9,0,12 a 25k
867162027529296,40,30,10,0,12 a 25k
867162026046508,41,30,11,0,12 a 25k
867162026015149,48,30,18,0,12 a 25k
867162027435882,49,30,19,0,12 a 25k
867162027513829,50,30,20,0,12 a 25k
867162027431022,51,30,21,0,12 a 25k
867162025715533,54,30,24,0,12 a 25k
867162025744848,57,30,27,0,12 a 25k
867162025740481,62,30,32,0,12 a 25k
867162025661844,62,30,32,0,12 a 25k
867162027485929,63,30,33,0,12 a 25k
867162025728411,75,30,45,0,12 a 25k
867162025753120,78,30,48,0,12 a 25k
867162027447812,84,30,54,0,12 a 25k
867162025620485,86,30,56,0,12 a 25k
867162026040725,97,30,67,0,12 a 25k
867162025636101,101,30,71,0,12 a 25k
867162025615253,113,30,83,0,12 a 25k
867162027196633,42,31,11,0,12 a 25k
867162026059196,44,31,13,0,12 a 25k
867162026901132,44,31,13,0,12 a 25k
867162027441864,47,31,16,0,12 a 25k
867162025659293,51,31,20,0,12 a 25k
867162027193309,58,31,27,0,12 a 25k
867162025748609,59,31,28,0,12 a 25k
867162026013730,61,31,30,0,12 a 25k
867162025623646,69,31,38,0,12 a 25k
867162026072355,70,31,39,0,12 a 25k
867162025698465,71,31,40,0,12 a 25k
867162026884528,101,31,70,0,12 a 25k
867162026017756,102,31,71,0,12 a 25k
867162025624461,108,31,77,0,12 a 25k
867162027427624,125,31,94,0,12 a 25k
867162027503861,43,32,11,0,12 a 25k
867162026895698,46,32,14,0,12 a 25k
867162027504745,48,32,16,0,12 a 25k
867162027200427,49,32,17,0,12 a 25k
867162027166529,50,32,18,0,12 a 25k
867162027443035,50,32,18,0,12 a 25k
867162025756388,51,32,19,0,12 a 25k
867162027493519,58,32,26,0,12 a 25k
867162025664749,59,32,27,0,12 a 25k
867162027475698,66,32,34,0,12 a 25k
867162027208842,73,32,41,0,12 a 25k
867162025757212,75,32,43,0,12 a 25k
867162025606831,84,32,52,0,12 a 25k
867162027442763,92,32,60,0,12 a 25k
867162027516038,92,32,60,0,12 a 25k
867162026056762,216,32,184,0,12 a 25k
867162025757527,559,32,527,0,12 a 25k
867162025692427,39,33,6,0,12 a 25k
867162027486646,47,33,14,0,12 a 25k
867162026052977,49,33,16,0,12 a 25k
867162027531557,50,33,17,0,12 a 25k
867162026056259,51,33,18,0,12 a 25k
867162027485622,55,33,22,0,12 a 25k
867162025679457,62,33,29,0,12 a 25k
867162027510767,65,33,32,0,12 a 25k
867162027484476,70,33,37,0,12 a 25k
867162027474311,73,33,40,0,12 a 25k
867162027451020,74,33,41,0,12 a 25k
867162027163922,82,33,49,0,12 a 25k
867162027429364,87,33,54,0,12 a 25k
867162027436484,89,33,56,0,12 a 25k
867162025610692,98,33,65,0,12 a 25k
867162026079954,100,33,67,0,12 a 25k
867162027461987,105,33,72,0,12 a 25k
867162027527894,118,33,85,0,12 a 25k
867162027445246,154,33,121,0,12 a 25k
867162027468289,156,33,123,0,12 a 25k
867162027473057,47,34,13,0,12 a 25k
867162025756578,48,34,14,0,12 a 25k
867162027451384,53,34,19,0,12 a 25k
867162027488451,54,34,20,0,12 a 25k
867162027200153,56,34,22,0,12 a 25k
867162025672304,56,34,22,0,12 a 25k
867162026862763,57,34,23,0,12 a 25k
867162027209915,57,34,23,0,12 a 25k
867162027482769,58,34,24,0,12 a 25k
867162025626201,61,34,27,0,12 a 25k
867162027464429,61,34,27,0,12 a 25k
867162027427855,61,34,27,0,12 a 25k
867162027457969,62,34,28,0,12 a 25k
867162025689076,64,34,30,0,12 a 25k
867162026895961,72,34,38,0,12 a 25k
867162027459981,73,34,39,0,12 a 25k
867162027178912,78,34,44,0,12 a 25k
867162025637042,79,34,45,0,12 a 25k
867162027200039,83,34,49,0,12 a 25k
867162027520188,89,34,55,0,12 a 25k
867162027483700,97,34,63,0,12 a 25k
867162026034215,109,34,75,0,12 a 25k
867162026072819,109,34,75,0,12 a 25k
867162025611013,124,34,90,0,12 a 25k
867162027210160,226,34,192,0,12 a 25k
867162025740069,43,35,8,0,12 a 25k
867162025688219,45,35,10,0,12 a 25k
867162027429349,50,35,15,0,12 a 25k
867162027424837,51,35,16,0,12 a 25k
867162027534270,51,35,16,0,12 a 25k
867162025743519,56,35,21,0,12 a 25k
867162027521558,56,35,21,0,12 a 25k
867162026875856,62,35,27,0,12 a 25k
867162027507698,63,35,28,0,12 a 25k
867162027522911,71,35,36,0,12 a 25k
867162027545433,84,35,49,0,12 a 25k
867162025615246,91,35,56,0,12 a 25k
867162026073080,93,35,58,0,12 a 25k
867162025709155,93,35,58,0,12 a 25k
867162027542760,98,35,63,0,12 a 25k
867162025595117,105,35,70,0,12 a 25k
867162025685918,112,35,77,0,12 a 25k
867162026900753,126,35,91,0,12 a 25k
867162027497726,133,35,98,0,12 a 25k
867162027538263,140,35,105,0,12 a 25k
867162025608696,49,36,13,0,12 a 25k
867162026901538,58,36,22,0,12 a 25k
867162026081364,59,36,23,0,12 a 25k
867162027437201,62,36,26,0,12 a 25k
867162025752536,64,36,28,0,12 a 25k
867162027180728,65,36,29,0,12 a 25k
867162027453257,65,36,29,0,12 a 25k
867162026052852,66,36,30,0,12 a 25k
867162027173293,67,36,31,0,12 a 25k
867162027545698,67,36,31,0,12 a 25k
867162025692906,75,36,39,0,12 a 25k
867162027435296,81,36,45,0,12 a 25k
867162027515345,81,36,45,0,12 a 25k
867162027449230,86,36,50,0,12 a 25k
867162025699125,119,36,83,0,12 a 25k
867162025743089,129,36,93,0,12 a 25k
867162025688367,172,36,136,0,12 a 25k
867162025686791,60,37,23,0,12 a 25k
867162026078170,67,37,30,0,12 a 25k
867162025620113,68,37,31,0,12 a 25k
867162025594433,73,37,36,0,12 a 25k
867162027468651,79,37,42,0,12 a 25k
867162027435213,80,37,43,0,12 a 25k
867162026893289,83,37,46,0,12 a 25k
867162027464072,83,37,46,0,12 a 25k
867162025723305,84,37,47,0,12 a 25k
867162025658170,88,37,51,0,12 a 25k
867162025743717,94,37,57,0,12 a 25k
867162025620576,114,37,77,0,12 a 25k
867162026878181,116,37,79,0,12 a 25k
867162026071050,118,37,81,0,12 a 25k
867162025707571,136,37,99,0,12 a 25k
867162027473032,44,38,6,0,12 a 25k
867162027457027,53,38,15,0,12 a 25k
867162025675380,55,38,17,0,12 a 25k
867162027528751,60,38,22,0,12 a 25k
867162025656752,61,38,23,0,12 a 25k
867162027175439,61,38,23,0,12 a 25k
867162026066894,62,38,24,0,12 a 25k
867162027494723,66,38,28,0,12 a 25k
867162026022236,67,38,29,0,12 a 25k
867162027186055,83,38,45,0,12 a 25k
867162027469980,86,38,48,0,12 a 25k
867162025620238,94,38,56,0,12 a 25k
867162027539048,103,38,65,0,12 a 25k
867162025752338,113,38,75,0,12 a 25k
867162025597865,117,38,79,0,12 a 25k
867162027439371,125,38,87,0,12 a 25k
867162027441633,126,38,88,0,12 a 25k
867162027444793,144,38,106,0,12 a 25k
867162025605445,178,38,140,0,12 a 25k
867162026869107,199,38,161,0,12 a 25k
867162027514231,55,39,16,0,12 a 25k
867162027478171,56,39,17,0,12 a 25k
867162026071803,58,39,19,0,12 a 25k
867162027543610,61,39,22,0,12 a 25k
867162027505171,68,39,29,0,12 a 25k
867162026074864,68,39,29,0,12 a 25k
867162025622101,69,39,30,0,12 a 25k
867162027523240,70,39,31,0,12 a 25k
867162025756164,71,39,32,0,12 a 25k
867162026022327,72,39,33,0,12 a 25k
867162026010538,83,39,44,0,12 a 25k
867162025690959,97,39,58,0,12 a 25k
867162025631284,104,39,65,0,12 a 25k
867162027442052,109,39,70,0,12 a 25k
867162027450436,118,39,79,0,12 a 25k
867162025623075,138,39,99,0,12 a 25k
867162027471838,148,39,109,0,12 a 25k
867162025715426,151,39,112,0,12 a 25k
867162025600412,227,39,188,0,12 a 25k
867162025599614,53,40,13,0,12 a 25k
867162027496546,56,40,16,0,12 a 25k
867162027199553,57,40,17,0,12 a 25k
867162027468099,59,40,19,0,12 a 25k
867162027434877,65,40,25,0,12 a 25k
867162027444926,67,40,27,0,12 a 25k
867162025666975,73,40,33,0,12 a 25k
867162027452309,73,40,33,0,12 a 25k
867162025676990,84,40,44,0,12 a 25k
867162025613274,90,40,50,0,12 a 25k
867162027430156,91,40,51,0,12 a 25k
867162027440858,98,40,58,0,12 a 25k
867162025673252,119,40,79,0,12 a 25k
867162025596834,197,40,157,0,12 a 25k
867162025756941,415,40,375,0,12 a 25k
867162027535699,48,41,7,0,12 a 25k
867162027478163,49,41,8,0,12 a 25k
867162025598384,52,41,11,0,12 a 25k
867162027442839,57,41,16,0,12 a 25k
867162027454974,59,41,18,0,12 a 25k
867162027454453,62,41,21,0,12 a 25k
867162027457373,63,41,22,0,12 a 25k
867162026006221,63,41,22,0,12 a 25k
867162027530914,67,41,26,0,12 a 25k
867162027480268,69,41,28,0,12 a 25k
867162027453794,71,41,30,0,12 a 25k
867162025715210,74,41,33,0,12 a 25k
867162027518158,80,41,39,0,12 a 25k
867162027439066,87,41,46,0,12 a 25k
867162027455724,88,41,47,0,12 a 25k
867162027211341,88,41,47,0,12 a 25k
867162027206861,91,41,50,0,12 a 25k
867162025674482,93,41,52,0,12 a 25k
867162025751470,93,41,52,0,12 a 25k
867162027534023,93,41,52,0,12 a 25k
867162025738998,102,41,61,0,12 a 25k
867162026016204,114,41,73,0,12 a 25k
867162026049270,139,41,98,0,12 a 25k
867162025630641,144,41,103,0,12 a 25k
867162027464551,164,41,123,0,12 a 25k
867162025626169,206,41,165,0,12 a 25k
867162027492271,46,42,4,0,12 a 25k
867162027458041,54,42,12,0,12 a 25k
